path,title,artist,album,year,duration_ms,spotify_track_id,spotify_url,match_score,match_title,match_artist
Favorites/Gabriel & Castellon - Shut Your Eyes (Zonderling Remix) [OUT NOW].mp3,Shut Your Eyes (Zonderling Remix),Gabriel & Castellon,,,286459,63bR2wdp87yRQwXn9EIeUz,https://open.spotify.com/track/63bR2wdp87yRQwXn9EIeUz,0.9,Shut Your Eyes,Gabriel & Castellon
Favorites/GERRY GONZA - Bad Bitches [CONFESSION].mp3,Bad Bitches [CONFESSION],GERRY GONZA,,,387056,6iLud6BPZFc8lDH2z6JCHr,https://open.spotify.com/track/6iLud6BPZFc8lDH2z6JCHr,1,Bad Bitches,Gerry Gonza
Favorites/Gianni Don Carlo feat. RAiK - Every Time I See You (Official Music Video).mp3,Every Time I See You,Gianni Don Carlo feat. RAiK,,,173244,5AVfUxwyPWrTjKo773j4hI,https://open.spotify.com/track/5AVfUxwyPWrTjKo773j4hI,0.7,Every Time I See You (feat. RAiK),"Gianni Don Carlo, RAiK"
Favorites/Giorgia Angiuli - Embrace Me Now (Original Mix).mp3,Embrace Me Now,Giorgia Angiuli,,,343249,4KAfg7V35iHq7A80NdOfCf,https://open.spotify.com/track/4KAfg7V35iHq7A80NdOfCf,1,Embrace Me Now,Giorgia Angiuli
Favorites/Hardwell & Joeysuki - Munster (Original Mix).mp3,Munster,Hardwell & Joeysuki,,,365113,6XQhFunV1YawQaHp6kUr30,https://open.spotify.com/track/6XQhFunV1YawQaHp6kUr30,0.6,Munster,"Hardwell, JoeySuki"
Favorites/Hardwell - Smoke (Original Club Mix).mp3,Smoke (Original Club Mix),Hardwell,,,394214,3kuZe5cJLhlI8iSloMN5CO,https://open.spotify.com/track/3kuZe5cJLhlI8iSloMN5CO,0.8,Smoke - Original Club Mix,Hardwell
Favorites/Hardwell - Three Triangles (Losing My Religion) (Original Club Mix).mp3,Three Triangles (Losing My Religion) (Original Club Mix),Hardwell,,,439040,753Iu3NzP9gFKxcsHbm3aj,https://open.spotify.com/track/753Iu3NzP9gFKxcsHbm3aj,0.8,Three Triangles (Losing My Religion) - Original Club Mix,Hardwell
Favorites/Hardwell - Three Triangles (Losing My Religion) OFFICIAL VIDEO.mp3,Three Triangles (Losing My Religion) OFFICIAL VIDEO,Hardwell,,,206655,6WSFwbGbZZcfZ5XHzFeC1l,https://open.spotify.com/track/0eZ5lZvv3gnIIjHqMOevyZ,0.855,Calling You,Reset
Favorites/Hardwell - Voyage (Original Club Mix).mp3,Voyage (Original Club Mix),Hardwell,,,371644,4XD7Du3e5TfQROBuuTKlzc,https://open.spotify.com/track/4XD7Du3e5TfQROBuuTKlzc,0.8,Voyage - Original Club Mix,Hardwell
Favorites/Hasse de Moor ft. Mike Jay - Tonight (Video Edit).mp3,Tonight,Hasse de Moor ft. Mike Jay,,,207256,42Q5OZOBKLkGCqxTyjUgYt,https://open.spotify.com/track/42Q5OZOBKLkGCqxTyjUgYt,0.6,TONIGHT,Moors
Favorites/HEART FX - Thinking Of You (Roulsen Radio Edit) - Copy (1).mp3,Thinking Of You (Roulsen Radio Edit) - Copy (1),HEART FX,,,170527,4a9HalOPw68lCP462i2KYE,https://open.spotify.com/track/5OFcGy4Uq3tO7EsQf46e7l,1.000,Who’s On First,Abbott & Costello
Favorites/HEART FX - Thinking Of You (Roulsen Radio Edit).mp3,Thinking Of You (Roulsen Radio Edit),HEART FX,,,170527,7tR5rYAt1oZblg8IRFGwqO,https://open.spotify.com/track/7tR5rYAt1oZblg8IRFGwqO,0.7,Thinking Of You - Roulsen Radio Edit,"HEART FX, Roulsen"
Favorites/HI-LO & Sander van Doorn - WTF (Official Music Video).mp3,WTF,HI-LO & Sander van Doorn,,,227527,18rxxU3lErSMcyoYIXR4k1,https://open.spotify.com/track/18rxxU3lErSMcyoYIXR4k1,0.6,WTF,SCRIPT
Favorites/HOLDON - Blossom.mp3,Blossom,HOLDON,,,182648,5yyZaQx9kGnAqxXAxNvIE7,https://open.spotify.com/track/5yyZaQx9kGnAqxXAxNvIE7,1,Blossom,HOLDON
Favorites/Hook N Sling - Break Yourself ft. Far East Movement - Copy (1).mp3,Break Yourself ft. Far East Movement - Copy (1),Hook N Sling,,,200647,7LZwIpBDUE3FWooGfH7SED,https://open.spotify.com/track/4j5UF24fwzvkw6QtNH5YtK,0.838,Afterparty,"Loud Luxury, Hook N Sling"
Favorites/Jack Wins - I Used To Love You (feat. Francci Richard) - Copy (1).mp3,I Used To Love You (feat. Francci Richard) - Copy (1),Jack Wins,,,336953,2w42A9eSoBgRw7poMAxoJs,https://open.spotify.com/track/38kTK9Qnk4McGIabswcF6j,0.754,Used to love you,Emma Steinbakken
Favorites/Jack Wins - I Used To Love You (feat. Francci Richard).mp3,I Used To Love You (feat. Francci Richard),Jack Wins,,,336953,7hXocDvLnqDaFTNAEfl47T,https://open.spotify.com/track/7hXocDvLnqDaFTNAEfl47T,0.6,I Used to Love You (feat. Francci Richard) - Dub Mix,"Jack Wins, Francci Richard"
Favorites/Jack Wins feat. RAPHAELLA - Hometown (Out Now!).mp3,Hometown,Jack Wins feat. RAPHAELLA,,,159347,2MxZo17yG1DRR1YnY9asnY,https://open.spotify.com/track/7lGFhMz82a1566htaorexX,0.971,Hometown (feat. RAPHAELLA) - Radio Edit,"Jack Wins, Raphaella"
Favorites/Janelle Monáe - Make Me Feel (EDX Dubai Skyline Remix) (Official Video).mp3,Make Me Feel (EDX Dubai Skyline Remix),Janelle Monáe,,,271412,2m7QTaFkY4n1EEqZyVvAPe,https://open.spotify.com/track/2m7QTaFkY4n1EEqZyVvAPe,0.6,Make Me Feel - EDX Dubai Skyline Remix,"Janelle Monáe, EDX"
Favorites/Jax Jones - Yeah Yeah Yeah.mp3,Yeah Yeah Yeah,Jax Jones,You Don't Know Me,2016,223138,6gWGSfzjmrSSA9OWzHRPQV,https://open.spotify.com/track/6gWGSfzjmrSSA9OWzHRPQV,0.75,Yeah Yeah Yeah - Radio Edit,Jax Jones
Favorites/Jay Hardway - Scio (Extended Mix).mp3,Scio,Jay Hardway,,,292389,37XYXmjD5eh8PSblf02AJN,https://open.spotify.com/track/37XYXmjD5eh8PSblf02AJN,0.9,Scio,Jay Hardway
Favorites/Jelle Slump - Wanderlust (ft. Aidan O'Brien).mp3,Wanderlust (ft. Aidan O'Brien),Jelle Slump,,,207099,7F16QjV70D8zF2dXGhCyfM,https://open.spotify.com/track/4xqPNwRkLyiiV2oqju92ie,0.859,VIS MEG DIN VERDEN,"Marstein, Aiba"
Favorites/Joe Stone - The Party ft. Montell Jordan (This Is How We Do It) [Official Music Video].mp3,The Party ft. Montell Jordan (This Is How We Do It),Joe Stone,,,186540,4DEakFTIhXT6JFyCsQUffd,https://open.spotify.com/track/78sgLcgLpfVMrbcEboK9dw,0.981,The Party (This Is How We Do It) [made popular by Joe Stone ft. Montell Jordan] [vocal version],Party Tyme
Favorites/Joy Kitikonti - Dirty Summer - Copy (1).mp3,Dirty Summer - Copy (1),Joy Kitikonti,,,199837,4i4BQdFhwmhmyWQwfzq3Nc,https://open.spotify.com/track/4i4BQdFhwmhmyWQwfzq3Nc,0.7,Dirty Summer (Dirty Rock),Joy Kitikonti
Favorites/JUDE & FRANK - La Luna (Original Mix).mp3,La Luna,JUDE & FRANK,,,401580,3wcPBR7vi8noJrvcj8rdmZ,https://open.spotify.com/track/3wcPBR7vi8noJrvcj8rdmZ,0.8,La Luna,"Jude & Frank, Totó La Momposina"
Favorites/Just Kiddin x Dirty Radio - My Life (Official Lyric Video).mp3,My Life,Just Kiddin x Dirty Radio,,,208901,22fRcII6LTYa4R50Q8pgcY,https://open.spotify.com/track/2FZJfzp1zNRioy1YBlT9Co,0.998,734 (Shortened),luvupauly
Favorites/Jyye - Fooling Me (Official Lyric Video).mp3,Fooling Me,Jyye,,,214413,3fqsnTeqWa0I3CzUNXo9La,https://open.spotify.com/track/3fqsnTeqWa0I3CzUNXo9La,0.95,Fooling Me,Jyye
Favorites/JØRD & WhoMadeWho - Heads Above.mp3,Heads Above,JØRD & WhoMadeWho,,,246883,6mWxPegXlwYraj2bzg5bEH,https://open.spotify.com/track/6mWxPegXlwYraj2bzg5bEH,0.6,Whomadewho About - Heads Above - Commentary,WhoMadeWho
Favorites/Kenn Colt & Hiisak - Come On Sugar (Official Music Video).mp3,Come On Sugar,Kenn Colt & Hiisak,,,159765,1yxs0ojfhHY7P0AvqR0MMd,https://open.spotify.com/track/1yxs0ojfhHY7P0AvqR0MMd,0.6,Come On Sugar,"Kenn Colt, HIISAK"
Favorites/Kim Carnes - Bette Davis Eyes.mp3,Bette Davis Eyes,Kim Carnes,,,218018,0odIT9B9BvOCnXfS0e4lB5,https://open.spotify.com/track/0odIT9B9BvOCnXfS0e4lB5,0.9,Bette Davis Eyes,Kim Carnes
Favorites/Kollektiv Turmstrasse - Sorry I'm Late (Original Mix).mp3,Sorry I'm Late,Kollektiv Turmstrasse,,,490162,4FpawvuBz4HxTz7UqR4ter,https://open.spotify.com/track/4FpawvuBz4HxTz7UqR4ter,0.898,Sorry I Am Late - Extended,Kollektiv Turmstrasse
Favorites/Kraak & Smaak ft. IVAR - Scorched (Official Music Video).mp3,Scorched,Kraak & Smaak ft. IVAR,,,195762,0j3l3YyK3uDKH5YtAFmZ3j,https://open.spotify.com/track/0uW63C5aLsy3ZolsUXYFjf,0.702,As Far As We Go,SKAAR
Favorites/Lana Del Rey - Summertime Sadness (Cedric Gervais Remix).mp3,Summertime Sadness (Cedric Gervais Remix),Lana Del Rey,,,415530,1JuJhLRJJoO9BKNcbO4QkU,https://open.spotify.com/track/1JuJhLRJJoO9BKNcbO4QkU,0.65,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Extended Remix,"Lana Del Rey, Cedric Gervais, Carlos Cid"
Favorites/Leon Bolier - Me (Official Music Video) [HD].mp3,Me,Leon Bolier,,,243879,31k7ATNZyXRERslFTvxpMP,https://open.spotify.com/track/31k7ATNZyXRERslFTvxpMP,0.8,Away from Me,Leon Bolier
Favorites/Leon Bolier - Us (Official Video).mp3,Us,Leon Bolier,,,257358,3WXdkb0HP1jCR13RL1JUa5,https://open.spotify.com/track/3WXdkb0HP1jCR13RL1JUa5,0.9,US,Leon Bolier
Favorites/Leon Bolier - You [Official Music Video] [HD].mp3,You,Leon Bolier,,,214100,21JBlig27O7HWX0WZZOVzX,https://open.spotify.com/track/21JBlig27O7HWX0WZZOVzX,0.7,Your Loving Arms (ASOT 1216) [Progressive Pick] - BLR Remix,"Karen Overton, Leon Bolier, BLR"
Favorites/Loud Luxury & Ryan Shepherd - Fill Me In.mp3,Fill Me In,Loud Luxury & Ryan Shepherd,,,219873,0OWMb0mr5PZvb8VoI8qNTq,https://open.spotify.com/track/0OWMb0mr5PZvb8VoI8qNTq,0.7,Fill Me In,"Loud Luxury, Ryan Shepherd"
Favorites/Loud Luxury & Ryan Shepherd - Something To Say (Official Music Video).mp3,Something To Say,Loud Luxury & Ryan Shepherd,,,230139,5TvE3pk05pyFIGdSY9j4DJ,https://open.spotify.com/track/6liGqN48zCba8OPKVu9oDn,0.671,Light Tunnels (feat. Mike Slap),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Mike Slap"
Favorites/Lucky Charmes - What's Up!.mp3,What's Up!,Lucky Charmes,,,188656,6m5EJU2uKbnCoVlZfhqjEL,https://open.spotify.com/track/6m5EJU2uKbnCoVlZfhqjEL,0.6,What's Up!?,Charmes
Favorites/Lucky Charmes ft. Da Professor - Ready (Official Music Video) - Copy (1).mp3,Ready - Copy (1),Lucky Charmes ft. Da Professor,,,194456,5WDpIFiww5AWqIMGG7Uz4O,https://open.spotify.com/track/5nVnOxgYyLNRTlcZbOTnrQ,0.555,Lucky Charm,"DJ Moiz, Batooke Native, Bay-C"
Favorites/Lucky Charmes ft. Da Professor - Ready (Official Music Video).mp3,Ready,Lucky Charmes ft. Da Professor,,,194456,2Ff8hvixoXbu3Xa1vx6o5x,https://open.spotify.com/track/4vIGpNvSsYypq0EgKXPz0D,0.617,COSTOSO #FREESIMBA (feat. Simba La Rue),"Sadturs, KIID, FT Kings, Simba La Rue"
Favorites/M.A.N.D.Y. vs Booka Shade - Body Language.mp3,Body Language,M.A.N.D.Y. vs Booka Shade,,,436036,6ylTYzM36vZTh00OlRjgmu,https://open.spotify.com/track/6ylTYzM36vZTh00OlRjgmu,0.7,Body Language - Danniel Selfmade Dub Mix,M.A.N.D.Y. vs Booka Shade
Favorites/MAGNÜS & Easteroute - Motion (ft. Alex Hackett) - Copy (1).mp3,Motion (ft. Alex Hackett) - Copy (1),MAGNÜS & Easteroute,,,203024,6wqR7mYsqSQyBWpsFxDCD5,https://open.spotify.com/track/39a6afbXGASwExdvtRYprb,0.614,Blåmuggost - Bjørn Torske Remix,"Motion Control, Bjørn Torske"
Favorites/Mark Knight & D.Ramirez V Underworld - Downpipe (Armin van Buuren Remix).mp3,Downpipe (Armin van Buuren Remix),Mark Knight & D.Ramirez V Underworld,,,234893,02YSodpJ2EUQZBemqjIAHs,https://open.spotify.com/track/0h2U1S9mnbD9jxYHYjoZoE,0.580,Downpipe (Mix Cut) - Armin van Buuren Remix,"Mark Knight, D. Ramirez, Underworld, Armin van Buuren"
Favorites/Martin Garrix & Brooks - Byte (Official Video).mp3,Byte,Martin Garrix & Brooks,,,230922,20hsdn8oITBsuWNLhzr5eh,https://open.spotify.com/track/20hsdn8oITBsuWNLhzr5eh,0.6,Byte,"Martin Garrix, Brooks"
Favorites/Martin Garrix & Dua Lipa - Scared To Be Lonely (Funkin Matt Remix) - Copy (1).mp3,Scared To Be Lonely (Funkin Matt Remix) - Copy (1),Martin Garrix & Dua Lipa,,,218070,29RGtYckmyDIhFa84rD8LN,https://open.spotify.com/track/2uIqAH4YQ7oD8rPVujlTZf,0.933,Running,Ruben
Favorites/Martin Garrix & Mesto - WIEE.mp3,WIEE,Martin Garrix & Mesto,,,211096,6uCsQ6JlUCEKTRhC2kQjPK,https://open.spotify.com/track/6uCsQ6JlUCEKTRhC2kQjPK,0.6,WIEE (feat. Mesto),"Martin Garrix, Mesto"
Favorites/Martin Garrix - Animals (Official Video).mp3,Animals,Martin Garrix,,,191608,0A9mHc7oYUoCECqByV8cQR,https://open.spotify.com/track/0A9mHc7oYUoCECqByV8cQR,0.9,Animals,Martin Garrix
Favorites/Marvin Gaye - Sexual Healing (SNBRN Remix).mp3,Sexual Healing (SNBRN Remix),Marvin Gaye,,,273058,0qy2vtzF9YFDMY1hZDmPbu,https://open.spotify.com/track/0qy2vtzF9YFDMY1hZDmPbu,0.7,Sexual Healing - SNBRN Remix,"Marvin Gaye, SNBRN"
Favorites/Mat Zo & Arty - Mozart (OFFICIAL MUSIC VIDEO).mp3,Mozart,Mat Zo & Arty,,,218723,3o6hnYHQGPs59NUQmJ1bqh,https://open.spotify.com/track/3o6hnYHQGPs59NUQmJ1bqh,0.996,Mozart - Radio Edit,"Mat Zo, ARTY"
Favorites/Menshee - Never (Official Music Video).mp3,Never,Menshee,,,192052,61DKg2jQJxJeOQVVfmiu7n,https://open.spotify.com/track/61DKg2jQJxJeOQVVfmiu7n,0.95,Never,Menshee
Favorites/MERCER ft. Ron Carroll - Satisfy (Official Audio).mp3,Satisfy,MERCER ft. Ron Carroll,,,184973,5u5bgOaZ5ZD6B7gGN5Ah71,https://open.spotify.com/track/5u5bgOaZ5ZD6B7gGN5Ah71,0.7,Satisfy (feat. Ron Carroll),"Mercer, Ron Carroll"
Favorites/Merk & Kremont - Invisible (Official Music Video).mp3,Invisible,Merk & Kremont,,,150962,2KDYTHSdfxrUPpFW9JJZ4W,https://open.spotify.com/track/2KDYTHSdfxrUPpFW9JJZ4W,0.9,Invisible,Merk & Kremont
Favorites/Michael Jackson - You Rock My World (Official Video) - Copy (1).mp3,You Rock My World - Copy (1),Michael Jackson,,,812199,1Lhwn4PqeGpM4LTVUowW76,https://open.spotify.com/track/1Lhwn4PqeGpM4LTVUowW76,0.7,You Rock My World,Michael Jackson
Favorites/Miike Snow - Genghis Khan (Hook N Sling Remix) - Copy (1).mp3,Genghis Khan (Hook N Sling Remix) - Copy (1),Miike Snow,,,272927,5KeJlyJA1eVQWo6kBIjzbX,https://open.spotify.com/track/3woHCu0QKrjnmmMm3MJ3xg,1.000,Spiders - Finnebassen Remix,"Gundelach, Finnebassen"
Favorites/Mike Williams - Bambini (Official Music Video).mp3,Bambini,Mike Williams,,,167079,3xo0qpgOHGwpwsj0PRRmbZ,https://open.spotify.com/track/3xo0qpgOHGwpwsj0PRRmbZ,0.95,Bambini,Mike Williams
Favorites/Mike Williams - Give It Up (Official Music Video).mp3,Give It Up,Mike Williams,,,196101,3MqV9Ss6QyZ79lJ6cdMiiE,https://open.spotify.com/track/3MqV9Ss6QyZ79lJ6cdMiiE,0.9,Give It Up,Mike Williams
Favorites/Mike Williams x Brooks - Jetlag (Official Music Video).mp3,Jetlag,Mike Williams x Brooks,,,160209,5HVWA8Jm07fwuU1b9B0W3T,https://open.spotify.com/track/5HVWA8Jm07fwuU1b9B0W3T,0.6,Jetlag,"Mike Williams, Brooks"
Favorites/MK - 17 (Lyric Video).mp3,17,MK,,,196676,15DwFznkBJir7AK9PyMyRR,https://open.spotify.com/track/15DwFznkBJir7AK9PyMyRR,1,17,MK
Favorites/Moderat - Bad Kingdom.mp3,Bad Kingdom,Moderat,,,265587,52XjrfqvrxaMtjCDYEKkXN,https://open.spotify.com/track/52XjrfqvrxaMtjCDYEKkXN,1,Bad Kingdom,Moderat
Favorites/MOUNT & Nicolas Haelg - Something Good (Original Mix).mp3,Something Good,MOUNT & Nicolas Haelg,,,270211,0uvq2edGXsZZKJwkzBYKhv,https://open.spotify.com/track/0uvq2edGXsZZKJwkzBYKhv,0.6,Something Good,"MOUNT, Nicolas Haelg"
"Favorites/Mr. Belt & Wezol, Daser - Faith (Official Music Video).mp3",Faith,"Mr. Belt & Wezol, Daser",,,214413,5WFm5aIacciXkqpWwWcxgK,https://open.spotify.com/track/5WFm5aIacciXkqpWwWcxgK,0.6,Faith,"Mr. Belt & Wezol, Daser"
Favorites/Muzzaik & Stadiumx - So Much Love (Official Music Video).mp3,So Much Love,Muzzaik & Stadiumx,,,200176,0sSlquw5Lx9eXqlSlTrOiW,https://open.spotify.com/track/0sSlquw5Lx9eXqlSlTrOiW,0.6,So Much Love,"Muzzaik, Stadiumx"
Favorites/Nari & Milani feat. Tava - Twilight - Copy (1).mp3,Twilight - Copy (1),Nari & Milani feat. Tava,,,211278,2TGnceSCoSKZBBn8D4WkgS,https://open.spotify.com/track/2TGnceSCoSKZBBn8D4WkgS,0.680,Twilight (feat. Tava),"Nari & Milani, Tava"
Favorites/Oliver Heldens - I Don't Wanna Go Home (Official Music Video) - Copy (1).mp3,I Don't Wanna Go Home - Copy (1),Oliver Heldens,,,209842,5LYlarrWTkVFo5Z2UPpc5r,https://open.spotify.com/track/7DkQqSa6FRNzgl5ShghR5r,0.870,Fresh and Dope,"Jeriq, Blaqbonez"
Favorites/Oliver Heldens - I Don't Wanna Go Home (Official Music Video).mp3,I Don't Wanna Go Home,Oliver Heldens,,,209842,0YnN9IJPhKR0HGDVG5ebtf,https://open.spotify.com/track/0YnN9IJPhKR0HGDVG5ebtf,0.75,I Don't Wanna Go Home - Radio Edit,Oliver Heldens
Favorites/Oliver Heldens feat. Ida Corr - Good Life (Florian Picasso Remix) - Copy (1).mp3,Good Life (Florian Picasso Remix) - Copy (1),Oliver Heldens feat. Ida Corr,,,215301,0tndxyCKEjGdic2QacnbNd,https://open.spotify.com/track/5e6WxhUSkrP3MOgEXLe640,0.869,Good Life,Toini & The Tomcats
Favorites/Oliver Heldens feat. Ida Corr - Good Life (Florian Picasso Remix).mp3,Good Life (Florian Picasso Remix),Oliver Heldens feat. Ida Corr,,,215301,7FJVrTfU5eWPQowHttM4Rp,https://open.spotify.com/track/7FJVrTfU5eWPQowHttM4Rp,0.6,Good Life (feat. Elderbrook),"goodlife, Elderbrook"
Favorites/Osrin & Stemalø - Take Him Home.mp3,Take Him Home,Osrin & Stemalø,,,186044,3BdQ1KIBN86qkKiPwxRB8d,https://open.spotify.com/track/3BdQ1KIBN86qkKiPwxRB8d,0.7,Take Him Home,"Osrin, Stemalø"
Favorites/Paul Ritch - Run Baby Run (Original Mix) [Drumcode].mp3,Run Baby Run [Drumcode],Paul Ritch,,,501081,09yqdBHDTeUGoMlTSem1oH,https://open.spotify.com/track/09yqdBHDTeUGoMlTSem1oH,1,Run Baby Run,Paul Ritch
Favorites/PBH & Jack Shizzle - Bring The House.mp3,Bring The House,PBH & Jack Shizzle,,,173767,1aUIdvSTusovaY9XQAV6fE,https://open.spotify.com/track/1aUIdvSTusovaY9XQAV6fE,0.9,Bring The House,PBH & JACK
Favorites/Pep & Rash X Lucas & Steve - Feel Alive (Original Mix) (Spinnin Records) ( Available Soon).mp3,Feel Alive (Spinnin Records) ( Available Soon),Pep & Rash X Lucas & Steve,,,170789,15J54YXr8wiW7P6gj7g552,https://open.spotify.com/track/15J54YXr8wiW7P6gj7g552,0.65,Feel Alive,"Lucas & Steve, Pep & Rash"
Favorites/Purple Disco Machine - My House (Original Mix).mp3,My House,Purple Disco Machine,,,370051,25aqNQ9xQLl0zx4WuB9oXp,https://open.spotify.com/track/3RiRFyvasDtAv8n0AQUKFG,1.000,Feel My Needs - Purple Disco Machine Remix,"WEISS, Purple Disco Machine"
Favorites/Raiden & Tom Tyger - C’est La Vibe.mp3,C'est La Vibe,Raiden & Tom Tyger,,,168725,7DX0TPi1b8IV0gSdMKAClT,https://open.spotify.com/track/7DX0TPi1b8IV0gSdMKAClT,0.7,C'est La Vibe,"Raiden, Tom Tyger"
Favorites/Redondo & DeepMe - White Keys (Official Music Video).mp3,White Keys,Redondo & DeepMe,,,200908,4Ri0AkjVnbuTeSVrhfVpHP,https://open.spotify.com/track/4Ri0AkjVnbuTeSVrhfVpHP,0.7,White Keys,"Redondo, DeepMe"
Favorites/Route 94 - My Love (Official Video) ft. Jess Glynne.mp3,My Love ft. Jess Glynne,Route 94,,,190224,2nljjiWhzVIugb5vgEMQQk,https://open.spotify.com/track/2nljjiWhzVIugb5vgEMQQk,0.65,My Love (2024),"Alex Wann, Route 94, Jess Glynne"
Favorites/Roy Greco - Comeback - Copy (1).mp3,Comeback - Copy (1),Roy Greco,,,245055,5nwR3T835oT9WDYryGU5Rt,https://open.spotify.com/track/5nwR3T835oT9WDYryGU5Rt,0.932,Comeback - Original Mix,Roy Greco
Favorites/Ryan Blyth & After 6 -  Show Me (ft. Malisha Bleau) - Copy (1).mp3,Show Me (ft. Malisha Bleau) - Copy (1),Ryan Blyth & After 6,,,300042,0ZUl7c4EGqFCvdUy5t5kMJ,https://open.spotify.com/track/2RzLCfWMkXVWWquwf9wY4K,0.600,Show Me,"Ryan Blyth, After 6, Malisha Bleau"
Favorites/SG Lewis - Hurting (ft. AlunaGeorge).mp3,Hurting (ft. AlunaGeorge),SG Lewis,,,185156,7h8e5oCD5ZRu0VPNHEN6A5,https://open.spotify.com/track/7h8e5oCD5ZRu0VPNHEN6A5,0.9,Hurting (feat. AlunaGeorge),"SG Lewis, AlunaGeorge"
Favorites/Showtek & MOTi - Down Easy (Zonderling Remix) (ft. Starley & Wyclef Jean).mp3,Down Easy (Zonderling Remix) (ft. Starley & Wyclef Jean),Showtek & MOTi,,,167393,18VPI5WxIe5gFUf9FLLWfS,https://open.spotify.com/track/1csZNy20RFB0Ut8t6wtOHW,0.950,Strip,Isah
Favorites/Soleeman - Into the Deep (Tripping Melodic Techno).mp3,Into the Deep (Tripping Melodic Techno),Soleeman,,,493740,13Ea2NTo62oeZJRvlg6mo4,https://open.spotify.com/track/4CiVz4bw7X1zjCaJ5ZwxUS,0.829,Watch The World Burn,Falling In Reverse
Favorites/The Aston Shuffle - Only 1 feat. Nathaniel S Lewis.mp3,Only 1 feat. Nathaniel S Lewis,The Aston Shuffle,,,232281,5xctjI3ePY6555Z82wLmXW,https://open.spotify.com/track/5xctjI3ePY6555Z82wLmXW,0.7,Only 1 (feat. Nathaniel S Lewis),"The Aston Shuffle, Nathaniel S Lewis"
Favorites/The Aston Shuffle - Pass You By.mp3,Pass You By,The Aston Shuffle,,,223321,36WpNXJOt6cmWvtA7bNk61,https://open.spotify.com/track/36WpNXJOt6cmWvtA7bNk61,1,Pass You By,The Aston Shuffle
Favorites/The Ian Carey Project - Get Shaky [Official Music Video].mp3,Get Shaky,The Ian Carey Project,,,177842,42O31gY8N28p4DAk7YYkeM,https://open.spotify.com/track/42O31gY8N28p4DAk7YYkeM,0.8,Get Shaky (Macon's Remix),"The Ian Carey Project, Macon"
Favorites/The Maneken - The Recipe.mp3,The Recipe,The Maneken,,,291814,362blQzv8PJR6oOBxcW8Yx,https://open.spotify.com/track/362blQzv8PJR6oOBxcW8Yx,1,The Recipe,The Maneken
Favorites/The Potbelleez - Keep On Loving (Official Music Video).mp3,Keep On Loving,The Potbelleez,,,197068,3VALmIEwaR2g9AHhtcfIQ1,https://open.spotify.com/track/3VALmIEwaR2g9AHhtcfIQ1,1,Keep on Loving,The Potbelleez
Favorites/The Shapeshifters - Helter Skelter [OFFICIAL VIDEO].mp3,Helter Skelter,The Shapeshifters,,,160052,7DLyzoeSTjUJKVPG3rH2lx,https://open.spotify.com/track/7DLyzoeSTjUJKVPG3rH2lx,0.9,Helter Skelter,The Shapeshifters
Favorites/The Weeknd - Can't Feel My Face (Martin Garrix Remix) (Official Music Video) - Copy (1).mp3,Can't Feel My Face (Martin Garrix Remix) - Copy (1),The Weeknd,,,253309,22SXyL6pUjwIvGWvgGjLov,https://open.spotify.com/track/4xqPNwRkLyiiV2oqju92ie,1.000,VIS MEG DIN VERDEN,"Marstein, Aiba"
Favorites/Three Drives - Greece 2000 (Original Mix).mp3,Greece 2000,Three Drives,,,487445,0TZL4krCFcuTlYZ8J9kcBX,https://open.spotify.com/track/0TZL4krCFcuTlYZ8J9kcBX,0.8,Greece 2000,"Three Drives On A Vinyl, Three Drives"
Favorites/Tiefenrausch - Running Up That Hill (Original Mix).mp3,Running Up That Hill,Tiefenrausch,,,362423,0uYVJ8z5kgMayMNPJA6Cz9,https://open.spotify.com/track/0uYVJ8z5kgMayMNPJA6Cz9,0.6,Running Up That Hill,Placebo
Favorites/Tom Ferry - Forbidden Love (Dub Mix).mp3,Forbidden Love (Dub Mix),Tom Ferry,,,207438,1IzgRhd8UfEawC7pnqUhFN,https://open.spotify.com/track/6ESJ3geFCgreZCZeSnaLOS,1.000,Kush on the Yacht,Young Dolph
Favorites/Tom Reev - Outrage.mp3,Outrage,Tom Reev,,,213055,3lgbIMOLqXoiof9R8HnPEm,https://open.spotify.com/track/3lgbIMOLqXoiof9R8HnPEm,0.7,Outrage - Original Mix,Tom Reev
Favorites/Tujamo - Make U Love Me (Official Music Video).mp3,Make U Love Me,Tujamo,,,193202,4veR7bpBY7xYMG5BKZwWu1,https://open.spotify.com/track/4veR7bpBY7xYMG5BKZwWu1,0.95,Make U Love Me,Tujamo
Favorites/Underworld - Born Slippy (FonograF & Panniko remix).mp3,Born Slippy (FonograF & Panniko remix),Underworld,,,450952,7xQYVjs4wZNdCwO0EeAWMC,https://open.spotify.com/track/7xQYVjs4wZNdCwO0EeAWMC,0.95,Born Slippy (Nuxx),Underworld
Favorites/Uplink x Sweet & Sour Ft. Dim Wilder - Dance With Me.mp3,Dance With Me,Uplink x Sweet & Sour Ft. Dim Wilder,,,234031,5irvTPxbWjDM2Mie9tUwjp,https://open.spotify.com/track/5irvTPxbWjDM2Mie9tUwjp,0.6,Dance With Me,"Uplink, Sweet & Sour, Dim Wilder"
